fecha,Kind,Number,variable
2019-10-03,OLS,21.263860399038634,calls
2019-10-04,OLS,20.82698904413329,calls
2019-10-05,OLS,21.215468849769294,calls
2019-10-06,OLS,19.630909054996312,calls
2019-10-07,OLS,26.906072080016965,calls
2019-10-08,OLS,22.726000123450284,calls
2019-10-09,OLS,23.210288970467218,calls
2019-10-10,OLS,21.64481277999103,calls
2019-10-11,OLS,21.207941425085682,calls
2019-10-12,OLS,21.596421230721692,calls
2019-10-13,OLS,20.01186143594871,calls
2019-10-14,OLS,25.001310175255043,calls
2019-10-15,OLS,20.82123821868836,calls
2019-10-16,OLS,21.305527065705295,calls
2019-10-17,OLS,19.74005087522911,calls
2019-10-18,OLS,19.30317952032376,calls
2019-10-19,OLS,19.69165932595977,calls
2019-10-20,OLS,18.107099531186787,calls
2019-10-21,OLS,30.382262556207426,calls
2019-10-22,OLS,26.202190599640748,calls
2019-10-23,OLS,26.686479446657682,calls
2019-10-24,OLS,25.121003256181492,calls
2019-10-25,OLS,24.684131901276146,calls
2019-10-26,OLS,25.072611706912152,calls
2019-10-27,OLS,23.488051912139174,calls
2019-10-28,OLS,24.953691127635988,calls
2019-10-29,OLS,20.77361917106931,calls
2019-10-30,OLS,21.257908018086244,calls
2019-10-31,OLS,19.692431827610054,calls
2019-11-01,OLS,19.25556047270471,calls
2019-11-02,OLS,19.644040278340714,calls
2019-11-03,OLS,18.059480483567732,calls
2019-11-04,OLS,24.8584530323979,calls
2019-11-05,OLS,20.67838107583122,calls
2019-11-06,OLS,21.162669922848153,calls
2019-11-07,OLS,19.597193732371966,calls
2019-11-08,OLS,19.160322377466617,calls
2019-11-09,OLS,19.548802183102627,calls
2019-11-10,OLS,17.964242388329644,calls
2019-11-11,OLS,25.62035779430267,calls
2019-11-12,OLS,21.44028583773599,calls
2019-11-13,OLS,21.924574684752923,calls
2019-11-14,OLS,20.359098494276736,calls
2019-11-15,OLS,19.922227139371387,calls
2019-11-16,OLS,20.310706945007396,calls
2019-11-17,OLS,18.726147150234414,calls
2019-11-18,OLS,24.858453032397893,calls
2019-11-19,OLS,20.67838107583121,calls
2019-11-20,OLS,21.162669922848146,calls
2019-11-21,OLS,19.597193732371956,calls
2019-11-22,OLS,19.16032237746661,calls
2019-11-23,OLS,19.548802183102616,calls
2019-11-24,OLS,17.964242388329634,calls
2019-11-25,OLS,25.90607208001696,calls
2019-11-26,OLS,21.726000123450277,calls
2019-11-27,OLS,22.21028897046721,calls
2019-11-28,OLS,20.644812779991025,calls
2019-11-29,OLS,20.207941425085675,calls
2019-11-30,OLS,20.596421230721685,calls
2019-12-01,OLS,19.0118614359487,calls
2019-12-02,OLS,22.90607208001696,calls
2019-12-03,OLS,18.726000123450277,calls
2019-12-04,OLS,19.21028897046721,calls
2019-12-05,OLS,17.644812779991025,calls
2019-12-06,OLS,17.207941425085675,calls
2019-12-07,OLS,17.596421230721685,calls
2019-12-08,OLS,16.011861435948703,calls
2019-12-09,OLS,22.52511969906457,calls
2019-12-10,OLS,18.345047742497886,calls
2019-12-11,OLS,18.82933658951482,calls
2019-12-12,OLS,17.263860399038634,calls
2019-12-13,OLS,16.82698904413329,calls
2019-12-14,OLS,17.215468849769294,calls
2019-12-15,OLS,15.630909054996312,calls
2019-12-16,OLS,23.191786365731232,calls
2019-12-17,OLS,19.01171440916455,calls
2019-12-18,OLS,19.496003256181485,calls
2019-12-19,OLS,17.9305270657053,calls
2019-12-20,OLS,17.49365571079995,calls
2019-12-21,OLS,17.88213551643596,calls
2019-12-22,OLS,16.297575721662977,calls
2019-12-23,OLS,20.237647035620743,calls
2019-12-24,OLS,16.05757507905406,calls
2019-12-25,OLS,16.541863926070995,calls
2019-12-26,OLS,14.976387735594809,calls
2019-12-27,OLS,14.53951638068946,calls
2019-12-28,OLS,14.927996186325469,calls
2019-12-29,OLS,13.343436391552487,calls
2019-12-30,OLS,27.647190728292966,calls
2019-12-31,OLS,23.467118771726284,calls
2020-01-01,OLS,15.590881319901591,calls
2020-01-02,OLS,14.025405129425405,calls
2020-01-03,OLS,13.588533774520059,calls
2020-01-04,OLS,13.977013580156065,calls
2020-01-05,OLS,12.392453785383083,calls
2020-01-06,OLS,22.410555997111427,calls
2020-01-07,OLS,18.230484040544745,calls
2020-01-08,OLS,18.71477288756168,calls
2020-01-09,OLS,17.149296697085493,calls
2020-01-10,OLS,16.712425342180143,calls
2020-01-11,OLS,17.100905147816153,calls
2020-01-12,OLS,15.516345353043171,calls
2020-01-13,OLS,22.017698854254267,calls
2020-01-14,OLS,17.83762689768758,calls
2020-01-15,OLS,18.321915744704516,calls
2020-01-16,OLS,16.756439554228333,calls
2020-01-17,OLS,16.319568199322983,calls
2020-01-18,OLS,16.708048004958993,calls
2020-01-19,OLS,15.123488210186007,calls
2020-01-20,OLS,23.731984568539968,calls
2020-01-21,OLS,19.551912611973286,calls
2020-01-22,OLS,20.03620145899022,calls
2020-01-23,OLS,18.470725268514034,calls
2020-01-24,OLS,18.033853913608684,calls
2020-01-25,OLS,18.422333719244694,calls
2020-01-26,OLS,16.837773924471712,calls
2020-01-27,OLS,20.660555997111384,calls
2020-01-28,OLS,16.480484040544702,calls
2020-01-29,OLS,16.964772887561637,calls
2020-01-30,OLS,15.39929669708545,calls
2020-01-31,OLS,14.962425342180104,calls
2020-02-01,OLS,15.35090514781611,calls
2020-02-02,OLS,13.766345353043128,calls
2020-02-03,OLS,22.053413139968537,calls
2020-02-04,OLS,17.87334118340186,calls
2020-02-05,OLS,18.357630030418793,calls
2020-02-06,OLS,16.792153839942603,calls
2020-02-07,OLS,16.355282485037257,calls
2020-02-08,OLS,16.743762290673263,calls
2020-02-09,OLS,15.159202495900285,calls
2020-02-10,OLS,20.410555997111384,calls
2020-02-11,OLS,16.230484040544702,calls
2020-02-12,OLS,16.714772887561637,calls
2020-02-13,OLS,15.14929669708545,calls
2020-02-14,OLS,14.712425342180104,calls
2020-02-15,OLS,15.10090514781611,calls
2020-02-16,OLS,13.516345353043128,calls
2020-02-17,OLS,20.803413139968544,calls
2020-02-18,OLS,16.623341183401863,calls
2020-02-19,OLS,17.107630030418797,calls
2020-02-20,OLS,15.54215383994261,calls
2020-02-21,OLS,15.105282485037264,calls
2020-02-22,OLS,15.49376229067327,calls
2020-02-23,OLS,13.909202495900288,calls
2020-02-24,OLS,20.339127425682843,calls
2020-02-25,OLS,16.159055469116165,calls
2020-02-26,OLS,16.6433443161331,calls
2020-02-27,OLS,15.07786812565691,calls
2020-02-28,OLS,14.640996770751563,calls
2020-02-29,OLS,15.02947657638757,calls
2020-03-01,OLS,13.444916781614591,calls
2020-03-02,OLS,22.053413139968544,calls
2020-03-03,OLS,17.87334118340186,calls
2020-03-04,OLS,18.357630030418793,calls
2020-03-05,OLS,16.79215383994261,calls
2020-03-06,OLS,16.35528248503726,calls
2020-03-07,OLS,16.74376229067327,calls
2020-03-08,OLS,15.159202495900285,calls
2020-03-09,OLS,18.19627028282567,calls
2020-03-10,OLS,14.016198326258984,calls
2020-03-11,OLS,14.500487173275918,calls
2020-03-12,OLS,12.935010982799735,calls
2020-03-13,OLS,12.498139627894385,calls
2020-03-14,OLS,12.886619433530395,calls
2020-03-15,OLS,11.302059638757411,calls
2020-03-16,OLS,19.303743030832972,calls
2020-03-17,OLS,15.123671074266294,calls
2020-03-18,OLS,15.607959921283229,calls
2020-03-19,OLS,14.042483730807039,calls
2020-03-20,OLS,18.1033615051973,calls
2020-03-21,OLS,18.491841310833305,calls
2020-03-22,OLS,16.907281516060323,calls
2020-03-23,OLS,26.568240870645784,calls
2020-03-24,OLS,22.3881689140791,calls
2020-03-25,OLS,22.872457761096033,calls
2020-03-26,OLS,21.30698157061985,calls
2020-03-27,OLS,20.8701102157145,calls
2020-03-28,OLS,21.25859002135051,calls
2020-03-29,OLS,19.674030226577525,calls
2020-03-30,OLS,22.71109801350291,calls
2020-03-31,OLS,18.531026056936224,calls
2020-04-01,OLS,19.015314903953158,calls
2020-04-02,OLS,17.449838713476975,calls
2020-04-03,OLS,17.012967358571625,calls
2020-04-04,OLS,17.401447164207635,calls
2020-04-05,OLS,15.81688736943465,calls
2020-04-06,OLS,23.818570761510212,calls
2020-04-07,OLS,19.638498804943534,calls
2020-04-08,OLS,20.12278765196047,calls
2020-04-09,OLS,18.55731146148428,calls
2020-04-10,OLS,18.120440106578933,calls
2020-04-11,OLS,18.50891991221494,calls
2020-04-12,OLS,16.92436011744196,calls
2020-04-13,OLS,26.631802083281123,calls
2020-04-14,OLS,22.45173012671444,calls
2020-04-15,OLS,22.936018973731375,calls
2020-04-16,OLS,21.37054278325519,calls
2020-04-17,OLS,20.933671428349843,calls
2020-04-18,OLS,21.32215123398585,calls
2020-04-19,OLS,19.737591439212867,calls
2020-04-20,OLS,21.441325892804944,calls
2020-04-21,OLS,17.26125393623826,calls
2020-04-22,OLS,17.745542783255193,calls
2020-04-23,OLS,16.180066592779006,calls
2020-04-24,OLS,15.743195237873659,calls
2020-04-25,OLS,16.131675043509667,calls
2020-04-26,OLS,14.547115248736684,calls
2020-04-27,OLS,22.10799255947163,calls
2020-04-28,OLS,17.927920602904948,calls
2020-04-29,OLS,18.412209449921882,calls
2020-04-30,OLS,16.846733259445696,calls
2020-05-01,OLS,16.40986190454035,calls
2020-05-02,OLS,16.798341710176356,calls
2020-05-03,OLS,15.213781915403374,calls
2020-05-04,OLS,23.77465922613828,calls
2020-05-05,OLS,19.5945872695716,calls
2020-05-06,OLS,20.078876116588535,calls
2020-05-07,OLS,18.513399926112346,calls
2020-05-08,OLS,18.076528571207,calls
2020-05-09,OLS,18.465008376843006,calls
2020-05-10,OLS,16.880448582070027,calls
2020-05-11,OLS,23.298468749947798,calls
2020-05-12,OLS,19.118396793381116,calls
2020-05-13,OLS,19.60268564039805,calls
2020-05-14,OLS,18.037209449921864,calls
2020-05-15,OLS,17.600338095016518,calls
2020-05-16,OLS,17.988817900652524,calls
2020-05-17,OLS,16.404258105879542,calls
2020-05-18,OLS,24.107992559471587,calls
2020-05-19,OLS,19.927920602904905,calls
2020-05-20,OLS,20.41220944992184,calls
2020-05-21,OLS,18.846733259445653,calls
2020-05-22,OLS,18.409861904540303,calls
2020-05-23,OLS,18.798341710176313,calls
2020-05-24,OLS,17.21378191540333,calls
2020-05-25,OLS,21.298468749947812,calls
2020-05-26,OLS,17.11839679338113,calls
2020-05-27,OLS,17.602685640398064,calls
2020-05-28,OLS,16.037209449921875,calls
2020-05-29,OLS,15.600338095016527,calls
2020-05-30,OLS,15.988817900652535,calls
2020-05-31,OLS,14.404258105879553,calls
2020-06-01,OLS,26.925383727788667,calls
2020-06-02,OLS,22.745311771221985,calls
2020-06-03,OLS,23.22960061823892,calls
2020-06-04,OLS,21.664124427762733,calls
2020-06-05,OLS,21.227253072857383,calls
2020-06-06,OLS,21.615732878493393,calls
2020-06-07,OLS,20.03117308372041,calls
2020-06-08,OLS,21.346087797566863,calls
2020-06-09,OLS,17.16601584100018,calls
2020-06-10,OLS,17.650304688017115,calls
2020-06-11,OLS,16.084828497540926,calls
2020-06-12,OLS,15.647957142635578,calls
2020-06-13,OLS,16.036436948271586,calls
2020-06-14,OLS,14.451877153498604,calls
2020-06-15,OLS,22.20323065470971,calls
2020-06-16,OLS,18.02315869814303,calls
2020-06-17,OLS,18.507447545159962,calls
2020-06-18,OLS,16.941971354683776,calls
2020-06-19,OLS,16.50509999977843,calls
2020-06-20,OLS,16.893579805414436,calls
2020-06-21,OLS,15.309020010641452,calls
2020-06-22,OLS,18.917516368995425,calls
2020-06-23,OLS,14.737444412428742,calls
2020-06-24,OLS,15.221733259445676,calls
2020-06-25,OLS,13.65625706896949,calls
2020-06-26,OLS,13.219385714064142,calls
2020-06-27,OLS,13.60786551970015,calls
2020-06-28,OLS,12.023305724927168,calls
2020-06-29,OLS,21.20323065470972,calls
2020-06-30,OLS,17.02315869814304,calls
2020-07-01,OLS,17.507447545159973,calls
2020-07-02,OLS,15.941971354683785,calls
2020-07-03,OLS,15.505099999778437,calls
2020-07-04,OLS,15.893579805414445,calls
2020-07-05,OLS,14.309020010641463,calls
2020-07-06,OLS,20.727040178519225,calls
2020-07-07,OLS,16.546968221952543,calls
2020-07-08,OLS,17.031257068969477,calls
2020-07-09,OLS,15.46578087849329,calls
2020-07-10,OLS,15.028909523587942,calls
2020-07-11,OLS,15.41738932922395,calls
2020-07-12,OLS,13.832829534450967,calls
2020-07-13,OLS,20.869897321376378,calls
2020-07-14,OLS,16.689825364809696,calls
2020-07-15,OLS,17.17411421182663,calls
2020-07-16,OLS,15.60863802135044,calls
2020-07-17,OLS,15.171766666445093,calls
2020-07-18,OLS,15.5602464720811,calls
2020-07-19,OLS,13.975686677308119,calls
2020-07-20,OLS,21.488944940423995,calls
2020-07-21,OLS,17.308872983857317,calls
2020-07-22,OLS,17.79316183087425,calls
2020-07-23,OLS,16.22768564039806,calls
2020-07-24,OLS,15.790814285492713,calls
2020-07-25,OLS,16.17929409112872,calls
2020-07-26,OLS,14.594734296355739,calls
2020-07-27,OLS,18.91751636899541,calls
2020-07-28,OLS,14.737444412428726,calls
2020-07-29,OLS,15.22173325944566,calls
2020-07-30,OLS,13.656257068969474,calls
2020-07-31,OLS,13.219385714064126,calls
2020-08-01,OLS,13.607865519700134,calls
2020-08-02,OLS,12.023305724927152,calls
2020-08-03,OLS,18.917516368995418,calls
2020-08-04,OLS,14.737444412428735,calls
2020-08-05,OLS,15.221733259445669,calls
2020-08-06,OLS,13.656257068969483,calls
2020-08-07,OLS,13.219385714064133,calls
2020-08-08,OLS,13.607865519700143,calls
2020-08-09,OLS,12.02330572492716,calls
2020-08-10,OLS,20.012754464233517,calls
2020-08-11,OLS,15.832682507666833,calls
2020-08-12,OLS,16.31697135468377,calls
2020-08-13,OLS,14.751495164207581,calls
2020-08-14,OLS,14.314623809302233,calls
2020-08-15,OLS,14.703103614938241,calls
2020-08-16,OLS,13.118543820165259,calls
2020-08-17,OLS,26.532526584931507,calls
2020-08-18,OLS,22.35245462836482,calls
2020-08-19,OLS,22.836743475381756,calls
2020-08-20,OLS,21.271267284905573,calls
2020-08-21,OLS,20.834395930000223,calls
2020-08-22,OLS,21.222875735636233,calls
2020-08-23,OLS,19.638315940863247,calls
2020-08-24,OLS,16.679421130900185,calls
2020-08-25,OLS,12.499349174333501,calls
2020-08-26,OLS,12.983638021350435,calls
2020-08-27,OLS,11.418161830874249,calls
2020-08-28,OLS,10.981290475968901,calls
2020-08-29,OLS,11.369770281604909,calls
2020-08-30,OLS,9.785210486831927,calls
2020-08-31,OLS,17.107992559471615,calls
2020-09-01,OLS,12.92792060290493,calls
2020-09-02,OLS,13.412209449921864,calls
2020-09-03,OLS,11.846733259445678,calls
2020-09-04,OLS,11.40986190454033,calls
2020-09-05,OLS,11.798341710176338,calls
2020-09-06,OLS,10.213781915403356,calls
2020-09-07,OLS,18.488944940423988,calls
2020-09-08,OLS,14.308872983857304,calls
2020-09-09,OLS,14.793161830874238,calls
2020-09-10,OLS,13.227685640398052,calls
2020-09-11,OLS,12.790814285492704,calls
2020-09-12,OLS,13.179294091128712,calls
2020-09-13,OLS,11.59473429635573,calls
2020-09-14,OLS,20.44132589280495,calls
2020-09-15,OLS,16.26125393623827,calls
2020-09-16,OLS,16.745542783255203,calls
2020-09-17,OLS,15.180066592779015,calls
2020-09-18,OLS,14.743195237873667,calls
2020-09-19,OLS,15.131675043509675,calls
2020-09-20,OLS,13.547115248736693,calls
2020-09-21,OLS,19.15561160709068,calls
2020-09-22,OLS,14.975539650523997,calls
2020-09-23,OLS,15.459828497540931,calls
2020-09-24,OLS,13.894352307064745,calls
2020-09-25,OLS,13.457480952159395,calls
2020-09-26,OLS,13.845960757795405,calls
2020-09-27,OLS,12.261400963022423,calls
2020-09-28,OLS,22.592168525550747,calls
2020-09-29,OLS,18.412096568984065,calls
2020-09-30,OLS,18.896385416001,calls
2020-10-01,OLS,17.330909225524813,calls
2020-10-02,OLS,16.894037870619464,calls
2020-10-03,OLS,17.282517676255473,calls
2020-10-04,OLS,15.697957881482488,calls
2020-10-05,OLS,16.63180208328112,calls
2020-10-06,OLS,12.451730126714438,calls
2020-10-07,OLS,12.936018973731372,calls
2020-10-08,OLS,11.370542783255186,calls
2020-10-09,OLS,10.933671428349838,calls
2020-10-10,OLS,11.322151233985846,calls
2020-10-11,OLS,9.737591439212864,calls
2020-10-12,OLS,20.44132589280493,calls
2020-10-13,OLS,16.261253936238248,calls
2020-10-14,OLS,16.745542783255182,calls
2020-10-15,OLS,15.180066592778994,calls
2020-10-16,OLS,14.743195237873646,calls
2020-10-17,OLS,15.131675043509654,calls
2020-10-18,OLS,13.547115248736672,calls
2020-10-19,OLS,23.584183035662083,calls
2020-10-20,OLS,19.4041110790954,calls
2020-10-21,OLS,19.888399926112335,calls
2020-10-22,OLS,18.32292373563615,calls
2020-10-23,OLS,17.8860523807308,calls
2020-10-24,OLS,18.27453218636681,calls
2020-10-25,OLS,16.689972391593827,calls
2020-10-26,OLS,22.536563988043046,calls
2020-10-27,OLS,18.356492031476368,calls
2020-10-28,OLS,18.8407808784933,calls
2020-10-29,OLS,17.275304688017112,calls
2020-10-30,OLS,16.838433333111766,calls
2020-10-31,OLS,17.226913138747772,calls
2020-11-01,OLS,15.64235334397479,calls
2020-11-02,OLS,28.246812299217208,calls
2020-11-03,OLS,24.066740342650526,calls
2020-11-04,OLS,24.55102918966746,calls
2020-11-05,OLS,22.985552999191274,calls
2020-11-06,OLS,22.548681644285924,calls
2020-11-07,OLS,22.937161449921934,calls
2020-11-08,OLS,21.352601655148952,calls
2020-11-09,OLS,22.67942113090018,calls
2020-11-10,OLS,18.4993491743335,calls
2020-11-11,OLS,18.983638021350433,calls
2020-11-12,OLS,17.418161830874247,calls
2020-11-13,OLS,16.9812904759689,calls
2020-11-14,OLS,17.369770281604907,calls
2020-11-15,OLS,15.785210486831925,calls
2020-11-16,OLS,23.06037351185258,calls
2020-11-17,OLS,18.880301555285897,calls
2020-11-18,OLS,19.36459040230283,calls
2020-11-19,OLS,17.799114211826645,calls
2020-11-20,OLS,17.362242856921295,calls
2020-11-21,OLS,17.750722662557305,calls
2020-11-22,OLS,16.166162867784323,calls
2020-11-23,OLS,21.155611607090655,calls
2020-11-24,OLS,16.975539650523974,calls
2020-11-25,OLS,17.459828497540908,calls
2020-11-26,OLS,15.89435230706472,calls
2020-11-27,OLS,15.457480952159372,calls
2020-11-28,OLS,15.84596075779538,calls
2020-11-29,OLS,14.261400963022398,calls
2020-11-30,OLS,26.53656398804304,calls
2020-12-01,OLS,22.35649203147636,calls
2020-12-02,OLS,22.840780878493295,calls
2020-12-03,OLS,21.275304688017105,calls
2020-12-04,OLS,20.83843333311176,calls
2020-12-05,OLS,21.226913138747765,calls
2020-12-06,OLS,19.642353343974786,calls
2020-12-07,OLS,21.1079925594716,calls
2020-12-08,OLS,16.927920602904923,calls
2020-12-09,OLS,17.412209449921857,calls
2020-12-10,OLS,15.846733259445667,calls
2020-12-11,OLS,15.40986190454032,calls
2020-12-12,OLS,15.798341710176327,calls
2020-12-13,OLS,14.213781915403345,calls
2020-12-14,OLS,21.012754464233513,calls
2020-12-15,OLS,16.83268250766683,calls
2020-12-16,OLS,17.316971354683766,calls
2020-12-17,OLS,15.751495164207578,calls
2020-12-18,OLS,15.31462380930223,calls
2020-12-19,OLS,15.703103614938238,calls
2020-12-20,OLS,14.118543820165256,calls
2020-12-21,OLS,21.774659226138283,calls
2020-12-22,OLS,17.5945872695716,calls
2020-12-23,OLS,18.078876116588535,calls
2020-12-24,OLS,16.51339992611235,calls
2020-12-25,OLS,16.076528571207,calls
2020-12-26,OLS,16.46500837684301,calls
2020-12-27,OLS,14.880448582070027,calls
2020-12-28,OLS,21.012754464233502,calls
2020-12-29,OLS,16.832682507666824,calls
2020-12-30,OLS,17.31697135468376,calls
2020-12-31,OLS,15.751495164207569,calls
2017-01-01,FB,26.60841208064825,calls
2017-01-02,FB,39.06125135961621,calls
2017-01-03,FB,35.132847910576196,calls
2017-01-04,FB,35.733406394355136,calls
2017-01-05,FB,34.462669592798996,calls
2017-01-06,FB,34.43449181133799,calls
2017-01-07,FB,35.00953660911474,calls
2017-01-08,FB,33.781840604908076,calls
2017-01-09,FB,40.89327804516081,calls
2017-01-10,FB,36.898961855088224,calls
2017-01-11,FB,37.3993664885807,calls
2017-01-12,FB,35.99707522376887,calls
2017-01-13,FB,35.80943332626258,calls
2017-01-14,FB,36.2011537809663,calls
2017-01-15,FB,34.7707762023345,calls
2017-01-16,FB,41.66501640951128,calls
2017-01-17,FB,37.444045434402405,calls
2017-01-18,FB,37.71348648762171,calls
2017-01-19,FB,36.08103581570065,calls
2017-01-20,FB,35.6689921453243,calls
2017-01-21,FB,35.84674458964801,calls
2017-01-22,FB,34.21712261591551,calls
2017-01-23,FB,40.93064828737589,calls
2017-01-24,FB,36.550731938034026,calls
2017-01-25,FB,36.68560180045299,calls
2017-01-26,FB,34.944875066506405,calls
2017-01-27,FB,34.452056138772484,calls
2017-01-28,FB,34.577012499682695,calls
2017-01-29,FB,32.922331829317,calls
2017-01-30,FB,39.637600100107534,calls
2017-01-31,FB,35.28464082499559,calls
2017-02-01,FB,35.46950452992277,calls
2017-02-02,FB,33.79911405982755,calls
2017-02-03,FB,33.39384923870395,calls
2017-02-04,FB,33.620118771694855,calls
2017-02-05,FB,32.076820253379594,calls
2017-02-06,FB,38.90972509392649,calls
2017-02-07,FB,34.676825555119024,calls
2017-02-08,FB,34.9804299996077,calls
2017-02-09,FB,33.423909087272904,calls
2017-02-10,FB,33.1243737528955,calls
2017-02-11,FB,33.44533039878888,calls
2017-02-12,FB,31.983212039094873,calls
2017-02-13,FB,38.881820444960866,calls
2017-02-14,FB,34.69771513533695,calls
2017-02-15,FB,35.03233441654241,calls
2017-02-16,FB,33.488750776272774,calls
2017-02-17,FB,33.18434149925072,calls
2017-02-18,FB,33.48342045482327,calls
2017-02-19,FB,31.98373074386751,calls
2017-02-20,FB,38.83083462380586,calls
2017-02-21,FB,34.583438296023544,calls
2017-02-22,FB,34.84543881396491,calls
2017-02-23,FB,33.22259772708844,calls
2017-02-24,FB,32.835124822076985,calls
2017-02-25,FB,33.050220517097515,calls
2017-02-26,FB,31.468479237593,calls
2017-02-27,FB,34.822516075012025,calls
2017-02-28,FB,30.504917105079684,calls
2017-03-01,FB,34.12182887474332,calls
2017-03-02,FB,32.44956777412409,calls
2017-03-03,FB,32.02553440063232,calls
2017-03-04,FB,32.21800881561232,calls
2017-03-05,FB,30.62820407639179,calls
2017-03-06,FB,37.40455734846601,calls
2017-03-07,FB,33.10797555147325,calls
2017-03-08,FB,33.343824838448825,calls
2017-03-09,FB,31.718569902145468,calls
2017-03-10,FB,31.35234715335385,calls
2017-03-11,FB,31.611520304662918,calls
2017-03-12,FB,30.095119967670094,calls
2017-03-13,FB,36.949204894177285,calls
2017-03-14,FB,32.73218292145366,calls
2017-03-15,FB,33.0468786162155,calls
2017-03-16,FB,31.497251245688428,calls
2017-03-17,FB,31.201044764984644,calls
2017-03-18,FB,31.522416077540992,calls
2017-03-19,FB,30.058441041884873,calls
2017-03-20,FB,36.953533932997296,calls
2017-03-21,FB,32.764816747897825,calls
2017-03-22,FB,33.09422399335677,calls
2017-03-23,FB,31.545245568988634,calls
2017-03-24,FB,27.09656822809905,calls
2017-03-25,FB,31.52980555875178,calls
2017-03-26,FB,30.025784265116854,calls
2017-03-27,FB,36.869142686364924,calls
2017-03-28,FB,32.61855911415842,calls
2017-03-29,FB,32.877828592545406,calls
2017-03-30,FB,31.252548387267726,calls
2017-03-31,FB,30.8627154999151,calls
2017-04-01,FB,31.075284189346032,calls
2017-04-02,FB,26.645629646672788,calls
2017-04-03,FB,36.2566451618663,calls
2017-04-04,FB,31.934445415010334,calls
2017-04-05,FB,32.12990958824927,calls
2017-04-06,FB,30.450525728054945,calls
2017-04-07,FB,30.017887834458374,calls
2017-04-08,FB,30.200206306487257,calls
2017-04-09,FB,28.598690352551692,calls
2017-04-10,FB,35.36184178646214,calls
2017-04-11,FB,31.05070035767094,calls
2017-04-12,FB,31.27082993043309,calls
2017-04-13,FB,26.947721290671627,calls
2017-04-14,FB,24.219417273269542,calls
2017-04-15,FB,29.487208326705773,calls
2017-04-16,FB,21.809255127994955,calls
2017-04-17,FB,34.79068358110371,calls
2017-04-18,FB,30.557683707003378,calls
2017-04-19,FB,30.857634277534796,calls
2017-04-20,FB,29.294813590371753,calls
2017-04-21,FB,28.98723223940092,calls
2017-04-22,FB,29.299247108610793,calls
2017-04-23,FB,27.828054799960526,calls
2017-04-24,FB,34.718100662722776,calls
2017-04-25,FB,30.526440219765316,calls
2017-04-26,FB,30.854838956997554,calls
2017-04-27,FB,29.306513333310768,calls
2017-04-28,FB,28.998794212104077,calls
2017-04-29,FB,29.295758772374157,calls
2017-04-30,FB,27.794730470077138,calls
2017-05-01,FB,33.095216686906404,calls
2017-05-02,FB,30.39158624993079,calls
2017-05-03,FB,30.650477951071174,calls
2017-05-04,FB,29.022169480411765,calls
2017-05-05,FB,28.625863440889045,calls
2017-05-06,FB,28.827733294334113,calls
2017-05-07,FB,27.227365250183468,calls
2017-05-08,FB,33.97210035137714,calls
2017-05-09,FB,29.622315618177108,calls
2017-05-10,FB,29.783432638433084,calls
2017-05-11,FB,28.06255917224468,calls
2017-05-12,FB,27.58104788183264,calls
2017-05-13,FB,27.707021270192662,calls
2017-05-14,FB,26.041765447972633,calls
2017-05-15,FB,32.734031797633826,calls
2017-05-16,FB,28.34528641348607,calls
2017-05-17,FB,28.481696452352303,calls
2017-05-18,FB,26.750759419582486,calls
2017-05-19,FB,26.27385965913922,calls
2017-05-20,FB,26.418800989213402,calls
2017-05-21,FB,24.786217670862506,calls
2017-05-22,FB,31.523902073068893,calls
2017-05-23,FB,27.19208795932263,calls
2017-05-24,FB,27.39547736225382,calls
2017-05-25,FB,24.153860346164358,calls
2017-05-26,FB,25.344998106678837,calls
2017-05-27,FB,25.57665381059984,calls
2017-05-28,FB,24.03361005479429,calls
2017-05-29,FB,30.861771428643447,calls
2017-05-30,FB,26.619552554371943,calls
2017-05-31,FB,26.909950495082853,calls
2017-06-01,FB,25.337277331920493,calls
2017-06-02,FB,25.0197495647292,calls
2017-06-03,FB,25.322150957898828,calls
2017-06-04,FB,23.842298685208526,calls
2017-06-05,FB,30.725434235983073,calls
2017-06-06,FB,26.529559366666977,calls
2017-06-07,FB,26.857503804095717,calls
2017-06-08,FB,25.31362852336996,calls
2017-06-09,FB,25.016446957343245,calls
2017-06-10,FB,25.33121151072451,calls
2017-06-11,FB,23.85636638310396,calls
2017-06-12,FB,30.737904294906283,calls
2017-06-13,FB,26.534665701194502,calls
2017-06-14,FB,26.85036855050135,calls
2017-06-15,FB,25.290273777451674,calls
2017-06-16,FB,24.973770222305113,calls
2017-06-17,FB,24.17149650749964,calls
2017-06-18,FB,23.76891976249483,calls
2017-06-19,FB,30.626356567040794,calls
2017-06-20,FB,30.048905516871752,calls
2017-06-21,FB,26.689602216869826,calls
2017-06-22,FB,25.104922946778675,calls
2017-06-23,FB,24.763957315572913,calls
2017-06-24,FB,25.032675307827375,calls
2017-06-25,FB,23.51002306430091,calls
2017-06-26,FB,30.342274567596178,calls
2017-06-27,FB,26.08833654331703,calls
2017-06-28,FB,26.351794277840984,calls
2017-06-29,FB,24.737602810811854,calls
2017-06-30,FB,24.364706115409337,calls
2017-07-01,FB,24.598631511218898,calls
2017-07-02,FB,23.03795980654838,calls
2017-07-03,FB,29.828707899269236,calls
2017-07-04,FB,25.52966122848242,calls
2017-07-05,FB,25.744442657741796,calls
2017-07-06,FB,24.07822127024811,calls
2017-07-07,FB,23.650342889095604,calls
