fecha,Kind,Number,variable
2020-07-06,OLS,5.3122168404713,Psicológica
2020-07-07,OLS,3.8500171819841382,Psicológica
2020-07-08,OLS,4.784991923845364,Psicológica
2020-07-09,OLS,3.957610971464411,Psicológica
2020-07-10,OLS,4.2037886214367,Psicológica
2020-07-11,OLS,3.69299270855237,Psicológica
2020-07-12,OLS,2.677968837834076,Psicológica
2020-07-13,OLS,4.883645411899873,Psicológica
2020-07-14,OLS,3.421445753412711,Psicológica
2020-07-15,OLS,4.356420495273937,Psicológica
2020-07-16,OLS,3.529039542892984,Psicológica
2020-07-17,OLS,3.7752171928652727,Psicológica
2020-07-18,OLS,3.264421279980943,Psicológica
2020-07-19,OLS,2.2493974092626488,Psicológica
2020-07-20,OLS,5.693169221423683,Psicológica
2020-07-21,OLS,4.230969562936522,Psicológica
2020-07-22,OLS,5.165944304797748,Psicológica
2020-07-23,OLS,4.338563352416795,Psicológica
2020-07-24,OLS,4.584741002389083,Psicológica
2020-07-25,OLS,4.073945089504754,Psicológica
2020-07-26,OLS,3.0589212187864594,Psicológica
2020-07-27,OLS,5.359835888090346,Psicológica
2020-07-28,OLS,3.8976362296031835,Psicológica
2020-07-29,OLS,4.83261097146441,Psicológica
2020-07-30,OLS,4.005230019083456,Psicológica
2020-07-31,OLS,4.2514076690557445,Psicológica
2020-08-01,OLS,3.740611756171415,Psicológica
2020-08-02,OLS,2.725587885453121,Psicológica
2020-08-03,OLS,5.407454935709396,Psicológica
2020-08-04,OLS,3.945255277222234,Psicológica
2020-08-05,OLS,4.88023001908346,Psicológica
2020-08-06,OLS,4.052849066702507,Psicológica
2020-08-07,OLS,4.2990267166747955,Psicológica
2020-08-08,OLS,3.7882308037904657,Psicológica
2020-08-09,OLS,2.7732069330721716,Psicológica
2020-08-10,OLS,5.931264459518923,Psicológica
2020-08-11,OLS,4.469064801031761,Psicológica
2020-08-12,OLS,5.4040395428929875,Psicológica
2020-08-13,OLS,4.576658590512034,Psicológica
2020-08-14,OLS,4.822836240484323,Psicológica
2020-08-15,OLS,4.312040327599993,Psicológica
2020-08-16,OLS,3.2970164568816993,Psicológica
2020-08-17,OLS,6.952752405682953,Psicológica
2020-08-18,OLS,5.490552747195792,Psicológica
2020-08-19,OLS,6.425527489057018,Psicológica
2020-08-20,OLS,5.598146536676064,Psicológica
2020-08-21,OLS,5.844324186648353,Psicológica
2020-08-22,OLS,5.333528273764023,Psicológica
2020-08-23,OLS,4.318504403045729,Psicológica
2020-08-24,OLS,5.740788269042732,Psicológica
2020-08-25,OLS,4.27858861055557,Psicológica
2020-08-26,OLS,5.213563352416797,Psicológica
2020-08-27,OLS,4.3861824000358425,Psicológica
2020-08-28,OLS,4.632360050008132,Psicológica
2020-08-29,OLS,4.121564137123801,Psicológica
2020-08-30,OLS,3.1065402664055077,Psicológica
2020-08-31,OLS,4.788407316661779,Psicológica
2020-09-01,OLS,3.326207658174617,Psicológica
2020-09-02,OLS,4.261182400035843,Psicológica
2020-09-03,OLS,3.43380144765489,Psicológica
2020-09-04,OLS,3.6799790976271787,Psicológica
2020-09-05,OLS,3.169183184742849,Psicológica
2020-09-06,OLS,2.1541593140245547,Psicológica
2020-09-07,OLS,5.74078826904273,Psicológica
2020-09-08,OLS,4.278588610555568,Psicológica
2020-09-09,OLS,5.213563352416794,Psicológica
2020-09-10,OLS,4.386182400035841,Psicológica
2020-09-11,OLS,4.6323600500081294,Psicológica
2020-09-12,OLS,4.1215641371238,Psicológica
2020-09-13,OLS,3.1065402664055055,Psicológica
2020-09-14,OLS,6.074121602376065,Psicológica
2020-09-15,OLS,4.611921943888904,Psicológica
2020-09-16,OLS,5.54689668575013,Psicológica
2020-09-17,OLS,4.719515733369176,Psicológica
2020-09-18,OLS,4.965693383341465,Psicológica
2020-09-19,OLS,4.454897470457135,Psicológica
2020-09-20,OLS,3.439873599738841,Psicológica
2020-09-21,OLS,4.5503120785665425,Psicológica
2020-09-22,OLS,3.088112420079381,Psicológica
2020-09-23,OLS,4.023087161940607,Psicológica
2020-09-24,OLS,3.1957062095596536,Psicológica
2020-09-25,OLS,3.4418838595319423,Psicológica
2020-09-26,OLS,2.9310879466476125,Psicológica
2020-09-27,OLS,1.9160640759293184,Psicológica
2020-09-28,OLS,5.949318803610182,Psicológica
2020-09-29,OLS,4.48711914512302,Psicológica
2020-09-30,OLS,5.422093886984246,Psicológica
2020-10-01,OLS,4.594712934603293,Psicológica
2020-10-02,OLS,4.840890584575582,Psicológica
2020-10-03,OLS,4.330094671691253,Psicológica
2020-10-04,OLS,3.315070800972958,Psicológica
2020-10-05,OLS,4.740788269042726,Psicológica
2020-10-06,OLS,3.2785886105555644,Psicológica
2020-10-07,OLS,4.213563352416791,Psicológica
2020-10-08,OLS,3.386182400035837,Psicológica
2020-10-09,OLS,3.632360050008126,Psicológica
2020-10-10,OLS,3.121564137123796,Psicológica
2020-10-11,OLS,2.106540266405502,Psicológica
2020-10-12,OLS,5.931264459518916,Psicológica
2020-10-13,OLS,4.469064801031754,Psicológica
2020-10-14,OLS,5.40403954289298,Psicológica
2020-10-15,OLS,4.576658590512027,Psicológica
2020-10-16,OLS,4.822836240484316,Psicológica
2020-10-17,OLS,4.312040327599986,Psicológica
2020-10-18,OLS,3.2970164568816918,Psicológica
2020-10-19,OLS,7.312216840471297,Psicológica
2020-10-20,OLS,5.850017181984136,Psicológica
2020-10-21,OLS,6.784991923845363,Psicológica
2020-10-22,OLS,5.957610971464408,Psicológica
2020-10-23,OLS,6.203788621436697,Psicológica
2020-10-24,OLS,5.692992708552367,Psicológica
2020-10-25,OLS,4.677968837834074,Psicológica
2020-10-26,OLS,6.693169221423684,Psicológica
2020-10-27,OLS,5.230969562936522,Psicológica
2020-10-28,OLS,6.1659443047977485,Psicológica
2020-10-29,OLS,5.338563352416795,Psicológica
2020-10-30,OLS,5.584741002389084,Psicológica
2020-10-31,OLS,5.073945089504754,Psicológica
2020-11-01,OLS,4.05892121878646,Psicológica
2020-11-02,OLS,7.452752405682951,Psicológica
2020-11-03,OLS,5.990552747195789,Psicológica
2020-11-04,OLS,6.925527489057015,Psicológica
2020-11-05,OLS,6.098146536676062,Psicológica
2020-11-06,OLS,6.34432418664835,Psicológica
2020-11-07,OLS,5.833528273764021,Psicológica
2020-11-08,OLS,4.8185044030457265,Psicológica
2020-11-09,OLS,6.4074549357093975,Psicológica
2020-11-10,OLS,4.945255277222236,Psicológica
2020-11-11,OLS,5.880230019083462,Psicológica
2020-11-12,OLS,5.0528490667025086,Psicológica
2020-11-13,OLS,5.299026716674797,Psicológica
2020-11-14,OLS,4.7882308037904675,Psicológica
2020-11-15,OLS,3.7732069330721734,Psicológica
2020-11-16,OLS,6.978883507137972,Psicológica
2020-11-17,OLS,5.5166838486508105,Psicológica
2020-11-18,OLS,6.451658590512036,Psicológica
2020-11-19,OLS,5.624277638131083,Psicológica
2020-11-20,OLS,5.870455288103372,Psicológica
2020-11-21,OLS,5.359659375219042,Psicológica
2020-11-22,OLS,4.344635504500747,Psicológica
2020-11-23,OLS,5.550312078566538,Psicológica
2020-11-24,OLS,4.088112420079376,Psicológica
2020-11-25,OLS,5.023087161940603,Psicológica
2020-11-26,OLS,4.195706209559649,Psicológica
2020-11-27,OLS,4.441883859531938,Psicológica
2020-11-28,OLS,3.9310879466476076,Psicológica
2020-11-29,OLS,2.9160640759293135,Psicológica
2020-11-30,OLS,6.407454935709396,Psicológica
2020-12-01,OLS,4.945255277222234,Psicológica
2020-12-02,OLS,5.88023001908346,Psicológica
2020-12-03,OLS,5.052849066702507,Psicológica
2020-12-04,OLS,5.2990267166747955,Psicológica
2020-12-05,OLS,4.788230803790466,Psicológica
2020-12-06,OLS,3.7732069330721716,Psicológica
2020-12-07,OLS,5.931264459518919,Psicológica
2020-12-08,OLS,4.469064801031757,Psicológica
2020-12-09,OLS,5.404039542892983,Psicológica
2020-12-10,OLS,4.57665859051203,Psicológica
2020-12-11,OLS,4.822836240484318,Psicológica
2020-12-12,OLS,4.3120403275999895,Psicológica
2020-12-13,OLS,3.297016456881695,Psicológica
2020-12-14,OLS,6.169359697614158,Psicológica
2020-12-15,OLS,4.707160039126996,Psicológica
2020-12-16,OLS,5.642134780988222,Psicológica
2020-12-17,OLS,4.814753828607269,Psicológica
2020-12-18,OLS,5.060931478579557,Psicológica
2020-12-19,OLS,4.550135565695228,Psicológica
2020-12-20,OLS,3.5351116949769334,Psicológica
2020-12-21,OLS,5.9788835071379705,Psicológica
2020-12-22,OLS,4.516683848650809,Psicológica
2020-12-23,OLS,5.451658590512035,Psicológica
2020-12-24,OLS,4.6242776381310815,Psicológica
2020-12-25,OLS,4.87045528810337,Psicológica
2020-12-26,OLS,4.3596593752190405,Psicológica
2020-12-27,OLS,3.3446355045007463,Psicológica
2020-12-28,OLS,5.836026364280823,Psicológica
2020-12-29,OLS,4.373826705793661,Psicológica
2020-12-30,OLS,5.308801447654887,Psicológica
2020-12-31,OLS,4.481420495273934,Psicológica
2017-01-01,FB,3.3731816128875245,Psicológica
2017-01-02,FB,8.070517312855047,Psicológica
2017-01-03,FB,6.667779120437164,Psicológica
2017-01-04,FB,7.609286841117605,Psicológica
2017-01-05,FB,6.823206420929328,Psicológica
2017-01-06,FB,7.183962521281224,Psicológica
2017-01-07,FB,6.69904234459057,Psicológica
2017-01-08,FB,5.758133338230199,Psicológica
2017-01-09,FB,8.513920919356345,Psicológica
2017-01-10,FB,7.113919526110844,Psicológica
2017-01-11,FB,8.048545586035765,Psicológica
2017-01-12,FB,7.246270680483205,Psicológica
2017-01-13,FB,7.58203241491587,Psicológica
2017-01-14,FB,7.064023782494302,Psicológica
2017-01-15,FB,6.082811850949742,Psicológica
2017-01-16,FB,8.792112439148681,Psicológica
2017-01-17,FB,7.340594711140569,Psicológica
2017-01-18,FB,8.219924980919021,Psicológica
2017-01-19,FB,7.3598887710423995,Psicológica
2017-01-20,FB,7.636769439768794,Psicológica
2017-01-21,FB,7.060104988280736,Psicológica
2017-01-22,FB,6.021774699420284,Psicológica
2017-01-23,FB,8.676743072092712,Psicológica
2017-01-24,FB,7.174835731733743,Psicológica
2017-01-25,FB,8.008757299710766,Psicológica
2017-01-26,FB,7.109190872931019,Psicológica
2017-01-27,FB,7.353157941194387,Psicológica
2017-01-28,FB,6.750760759030379,Psicológica
2017-01-29,FB,5.694259111987665,Psicológica
2017-01-30,FB,8.338809107529165,Psicológica
2017-01-31,FB,6.834238712629235,Psicológica
2017-02-01,FB,7.673069938329207,Psicológica
2017-02-02,FB,6.785627120845506,Psicológica
2017-02-03,FB,7.048409812910009,Psicológica
2017-02-04,FB,6.470851886270267,Psicológica
2017-02-05,FB,5.444418280703157,Psicológica
2017-02-06,FB,8.123366451130227,Psicológica
2017-02-07,FB,6.656546598848253,Psicológica
2017-02-08,FB,7.535449910534515,Psicológica
2017-02-09,FB,6.68934356608633,Psicológica
2017-02-10,FB,6.993670316294616,Psicológica
2017-02-11,FB,6.456833565186955,Psicológica
2017-02-12,FB,5.469318738290931,Psicológica
2017-02-13,FB,8.184477394218353,Psicológica
2017-02-14,FB,6.750347635298471,Psicológica
2017-02-15,FB,7.657719590456128,Psicológica
2017-02-16,FB,6.835284360225025,Psicológica
2017-02-17,FB,7.158043972230977,Psicológica
2017-02-18,FB,6.634103100157199,Psicológica
2017-02-19,FB,5.653793270849879,Psicológica
2017-02-20,FB,8.370456053112163,Psicológica
2017-02-21,FB,6.932258920024597,Psicológica
2017-02-22,FB,7.83025278571784,Psicológica
2017-02-23,FB,6.993509917831776,Psicológica
2017-02-24,FB,7.297520157778152,Psicológica
2017-02-25,FB,6.750966645868133,Psicológica
2017-02-26,FB,5.7448322664702705,Psicológica
2017-02-27,FB,7.121603379132342,Psicológica
2017-02-28,FB,5.653307766211057,Psicológica
2017-03-01,FB,7.831750038607397,Psicológica
2017-03-02,FB,6.9636300275579215,Psicológica
2017-03-03,FB,7.236722594181948,Psicológica
2017-03-04,FB,6.660394213490171,Psicológica
2017-03-05,FB,5.626254255438261,Psicológica
2017-03-06,FB,8.288905625801057,Psicológica
2017-03-07,FB,6.797729725484572,Psicológica
2017-03-08,FB,7.644915473602514,Psicológica
2017-03-09,FB,6.7605717494428905,Psicológica
2017-03-10,FB,7.021101733947877,Psicológica
2017-03-11,FB,6.435960779716893,Psicológica
2017-03-12,FB,5.3967493320567,Psicológica
2017-03-13,FB,8.057968096047885,Psicológica
2017-03-14,FB,6.568809730511753,Psicológica
2017-03-15,FB,7.421196535444428,Psicológica
2017-03-16,FB,6.544903167732982,Psicológica
2017-03-17,FB,6.815942515237704,Psicológica
2017-03-18,FB,6.243335988540627,Psicológica
2017-03-19,FB,5.218219375028816,Psicológica
2017-03-20,FB,7.894611077144301,Psicológica
2017-03-21,FB,6.4212166552213,Psicológica
2017-03-22,FB,7.28947880634689,Psicológica
2017-03-23,FB,6.428711511301647,Psicológica
2017-03-24,FB,6.625105512257963,Psicológica
2017-03-25,FB,6.155461099514881,Psicológica
2017-03-26,FB,5.142394380650209,Psicológica
2017-03-27,FB,7.829018416696643,Psicológica
2017-03-28,FB,6.363798410912097,Psicológica
2017-03-29,FB,7.237994880423704,Psicológica
2017-03-30,FB,6.380798651383203,Psicológica
2017-03-31,FB,6.667726340036365,Psicológica
2017-04-01,FB,6.107397493309792,Psicológica
2017-04-02,FB,4.2614928588562,Psicológica
2017-04-03,FB,7.771282404526779,Psicológica
2017-04-04,FB,6.297912001324072,Psicológica
2017-04-05,FB,7.161966716026497,Psicológica
2017-04-06,FB,6.292841116209392,Psicológica
2017-04-07,FB,6.566279925766713,Psicológica
2017-04-08,FB,5.99114869411327,Psicológica
2017-04-09,FB,4.9585374885655815,Psicológica
2017-04-10,FB,7.622524676810891,Psicológica
2017-04-11,FB,6.13197501174393,Psicológica
2017-04-12,FB,6.978581472376249,Psicológica
2017-04-13,FB,5.501927560634718,Psicológica
2017-04-14,FB,4.2406367010651085,Psicológica
2017-04-15,FB,5.756257633310187,Psicológica
2017-04-16,FB,4.113246230064507,Psicológica
2017-04-17,FB,7.356207583722535,Psicológica
2017-04-18,FB,5.851396299281976,Psicológica
2017-04-19,FB,6.684925146480137,Psicológica
2017-04-20,FB,5.786580748730985,Psicológica
2017-04-21,FB,6.0324717710058176,Psicológica
2017-04-22,FB,5.431797817320038,Psicológica
2017-04-23,FB,4.375952093887606,Psicológica
2017-04-24,FB,7.019284741995999,Psicológica
2017-04-25,FB,5.510900880485794,Psicológica
2017-04-26,FB,6.342702638030823,Psicológica
2017-04-27,FB,5.444514086822382,Psicológica
2017-04-28,FB,5.692467147812146,Psicológica
2017-04-29,FB,5.095769733377005,Psicológica
2017-04-30,FB,4.045807344595208,Psicológica
2017-05-01,FB,2.898564743117933,Psicológica
2017-05-02,FB,5.198124163534496,Psicológica
2017-05-03,FB,6.041302389953986,Psicológica
2017-05-04,FB,5.156177474775366,Psicológica
2017-05-05,FB,5.418771538636858,Psicológica
2017-05-06,FB,4.838158099844649,Psicológica
2017-05-07,FB,3.805562928921218,Psicológica
2017-05-08,FB,6.475125843528325,Psicológica
2017-05-09,FB,4.995697670124192,Psicológica
2017-05-10,FB,5.85888184301006,Psicológica
2017-05-11,FB,4.994159734532936,Psicológica
2017-05-12,FB,5.277277954104163,Psicológica
2017-05-13,FB,4.717019024106139,Psicológica
2017-05-14,FB,3.704306758584855,Psicológica
2017-05-15,FB,6.392973368869876,Psicológica
2017-05-16,FB,4.93156243264499,Psicológica
2017-05-17,FB,5.811377073625785,Psicológica
2017-05-18,FB,4.961612291649787,Psicológica
2017-05-19,FB,5.257749499799911,Psicológica
2017-05-20,FB,4.708334473516546,Psicológica
2017-05-21,FB,3.7040898186800235,Psicológica
2017-05-22,FB,6.398688754587952,Psicológica
2017-05-23,FB,4.940564118184191,Psicológica
2017-05-24,FB,5.820961712862456,Psicológica
2017-05-25,FB,2.6600643536477024,Psicológica
2017-05-26,FB,5.260451120500517,Psicológica
2017-05-27,FB,4.703752934037041,Psicológica
2017-05-28,FB,3.689888654868268,Psicológica
2017-05-29,FB,6.372775201253636,Psicológica
2017-05-30,FB,4.901145485436932,Psicológica
2017-05-31,FB,5.766596660315656,Psicológica
2017-06-01,FB,4.898719846579672,Psicológica
2017-06-02,FB,5.173489321432373,Psicológica
2017-06-03,FB,4.600032379299413,Psicológica
2017-06-04,FB,3.5697310554724964,Psicológica
2017-06-05,FB,6.236982678228437,Psicológica
2017-06-06,FB,4.75099340587467,Psicológica
2017-06-07,FB,5.603814199393948,Psicológica
2017-06-08,FB,4.725458357983747,Psicológica
2017-06-09,FB,4.992278944399653,Psicológica
2017-06-10,FB,4.413727653648019,Psicológica
2017-06-11,FB,3.38144665218781,Psicológica
2017-06-12,FB,6.050020665927102,Psicológica
2017-06-13,FB,4.5687637561016725,Psicológica
2017-06-14,FB,5.429750476037318,Psicológica
2017-06-15,FB,4.562930729372789,Psicológica
2017-06-16,FB,4.844506793951142,Psicológica
2017-06-17,FB,4.516269735007483,Psicológica
2017-06-18,FB,3.2718175832809666,Psicológica
2017-06-19,FB,5.963069981587727,Psicológica
2017-06-20,FB,5.069607802567096,Psicológica
2017-06-21,FB,5.393093076907647,Psicológica
2017-06-22,FB,4.552820715171503,Psicológica
2017-06-23,FB,4.8611095041255625,Psicológica
2017-06-24,FB,4.326577886459102,Psicológica
2017-06-25,FB,3.339955762157762,Psicológica
2017-06-26,FB,6.054859071321884,Psicológica
2017-06-27,FB,4.6196010326007935,Psicológica
2017-06-28,FB,5.525249090241347,Psicológica
2017-06-29,FB,4.700766197313062,Psicológica
2017-06-30,FB,5.021414171964653,Psicológica
2017-07-01,FB,4.495540014738638,Psicológica
2017-07-02,FB,3.513695989906901,Psicológica
2017-07-03,FB,6.229419986351003,Psicológica
2017-07-04,FB,4.791049816187586,Psicológica
2017-07-05,FB,5.689780367524566,Psicológica
2017-07-06,FB,4.854802182015207,Psicológica
2017-07-07,FB,5.161699220405255,Psicológica
2017-07-08,FB,4.619226815232632,Psicológica
2017-07-09,FB,1.4087068827629219,Psicológica
2017-07-10,FB,6.313364625699242,Psicológica
2017-07-11,FB,4.8529884130134695,Psicológica
2017-07-12,FB,5.729109342416837,Psicológica
2017-07-13,FB,4.871552338226509,Psicológica
2017-07-14,FB,5.156529355092866,Psicológica
2017-07-15,FB,4.593398778099225,Psicológica
2017-07-16,FB,3.5737564744333676,Psicológica
2017-07-17,FB,6.2521858195969315,Psicológica
2017-07-18,FB,4.7780412174054945,Psicológica
2017-07-19,FB,5.643474919967444,Psicológica
2017-07-20,FB,4.778546612217999,Psicológica
2017-07-21,FB,5.0595943958326455,Psicológica
2017-07-22,FB,4.495988994939771,Psicológica
2017-07-23,FB,3.4792229310056695,Psicológica
2017-07-24,FB,6.1636621094673325,Psicológica
2017-07-25,FB,4.698334359357306,Psicológica
2017-07-26,FB,5.574964654082801,Psicológica
2017-07-27,FB,4.723096300634562,Psicológica
2017-07-28,FB,5.018476458303818,Psicológica
2017-07-29,FB,4.469827445392209,Psicológica
2017-07-30,FB,3.4679551361792362,Psicológica
2017-07-31,FB,6.166521375237516,Psicológica
2017-08-01,FB,4.713854378323019,Psicológica
2017-08-02,FB,5.601006234871947,Psicológica
2017-08-03,FB,4.756896161451314,Psicológica
2017-08-04,FB,5.056717222789673,Psicológica
2017-08-05,FB,4.508727345897879,Psicológica
2017-08-06,FB,3.503375326151758,Psicológica
2017-08-07,FB,6.1940881967856605,Psicológica
2017-08-08,FB,4.729093439114133,Psicológica
2017-08-09,FB,5.599484736013622,Psicológica
2017-08-10,FB,4.734369597576391,Psicológica
2017-08-11,FB,5.009276358196963,Psicológica
2017-08-12,FB,4.432941263929037,Psicológica
2017-08-13,FB,3.3964263584747516,Psicológica
2017-08-14,FB,6.053894665821613,Psicológica
2017-08-15,FB,4.554416394000788,Psicológica
2017-08-16,FB,5.390015196856094,Psicológica
2017-08-17,FB,4.66555319662859,Psicológica
2017-08-18,FB,4.733313638335969,Psicológica
2017-08-19,FB,4.127359959038376,Psicológica
2017-08-20,FB,3.065026973497907,Psicológica
2017-08-21,FB,5.701467103083197,Psicológica
2017-08-22,FB,4.1866687120670445,Psicológica
2017-08-23,FB,5.013475510767866,Psicológica
2017-08-24,FB,4.112686682359091,Psicológica
2017-08-25,FB,4.36141649222128,Psicológica
2017-08-26,FB,3.769835379555151,Psicológica
2017-08-27,FB,2.7302445064005143,Psicológica
2017-08-28,FB,5.397811480820293,Psicológica
2017-08-29,FB,3.922342110315549,Psicológica
2017-08-30,FB,4.796298263221974,Psicológica
2017-08-31,FB,3.9499015011707543,Psicológica
2017-09-01,FB,4.25950123824951,Psicológica
2017-09-02,FB,3.734329288833102,Psicológica
2017-09-03,FB,2.7655925097419103,Psicológica
2017-09-04,FB,5.5072308571087785,Psicológica
2017-09-05,FB,4.107715201004472,Psicológica
2017-09-06,FB,5.058094357555788,Psicológica
2017-09-07,FB,4.287130294710934,Psicológica
2017-09-08,FB,4.669699489206361,Psicológica
2017-09-09,FB,4.213581467936335,Psicológica
2017-09-10,FB,3.308585381174574,Psicológica
2017-09-11,FB,6.107341063798289,Psicológica
2017-09-12,FB,4.757128079405625,Psicológica
2017-09-13,FB,5.747951398768749,Psicológica
2017-09-14,FB,5.007701921368197,Psicológica
2017-09-15,FB,5.410579152010491,Psicológica
2017-09-16,FB,4.963896499797567,Psicológica
2017-09-17,FB,4.057219596853577,Psicológica
2017-09-18,FB,6.843163770782208,Psicológica
2017-09-19,FB,5.46922398142978,Psicológica
2017-09-20,FB,6.425845831812726,Psicológica
2017-09-21,FB,5.642230111803993,Psicológica
2017-09-22,FB,5.992777700422421,Psicológica
2017-09-23,FB,5.485837140709197,Psicológica
2017-09-24,FB,4.512164329759231,Psicológica
2017-09-25,FB,7.225691812880333,Psicológica
2017-09-26,FB,5.775327566134859,Psicológica
2017-09-27,FB,6.652992675357126,Psicológica
2017-09-28,FB,5.788737079035523,Psicológica
2017-09-29,FB,6.059111822316813,Psicológica
2017-09-30,FB,5.473919571730711,Psicológica
2017-10-01,FB,4.425295183171928,Psicológica
2017-10-02,FB,7.068443928530146,Psicológica
2017-10-03,FB,5.553412199755171,Psicológica
2017-10-04,FB,6.373100805004389,Psicológica
2017-10-05,FB,5.45836063055749,Psicológica
2017-10-06,FB,5.686349605215647,Psicológica
2017-10-07,FB,5.067273076525065,Psicológica
2017-10-08,FB,3.9934596120360455,Psicológica
2017-10-09,FB,6.620099906510852,Psicológica
2017-10-10,FB,5.097023542756512,Psicológica
2017-10-11,FB,5.916723505330025,Psicológica
2017-10-12,FB,4.380988567969328,Psicológica
2017-10-13,FB,5.251677103579575,Psicológica
2017-10-14,FB,4.652688548331461,Psicológica
2017-10-15,FB,3.6038593080160277,Psicológica
2017-10-16,FB,6.25933454577978,Psicológica
2017-10-17,FB,4.767855050658843,Psicológica
2017-10-18,FB,5.620813128896298,Psicológica
2017-10-19,FB,4.747395363472646,Psicológica
2017-10-20,FB,5.0229898376816315,Psicológica
2017-10-21,FB,4.4559785144827995,Psicológica
2017-10-22,FB,3.436865330237993,Psicológica
2017-10-23,FB,6.119066232120087,Psicológica
2017-10-24,FB,4.650734498876814,Psicológica
2017-10-25,FB,5.522829918175941,Psicológica
2017-10-26,FB,4.6642700334313245,Psicológica
2017-10-27,FB,4.950340859871473,Psicológica
2017-10-28,FB,4.3894877085404,Psicológica
2017-10-29,FB,3.3750704363362076,Psicológica
2017-10-30,FB,6.058241237529865,Psicológica
2017-10-31,FB,4.587655372832402,Psicológica
2017-11-01,FB,5.454887206913889,Psicológica
2017-11-02,FB,4.589558710825025,Psicológica
2017-11-03,FB,4.86772484984032,Psicológica
2017-11-04,FB,4.2986372577464556,Psicológica
2017-11-05,FB,3.2738376593444145,Psicológica
2017-11-06,FB,5.947908342428892,Psicológica
2017-11-07,FB,4.4702542278086845,Psicológica
2017-11-08,FB,5.3331264225712935,Psicológica
2017-11-09,FB,4.466726846638184,Psicológica
2017-11-10,FB,4.747572735418482,Psicológica
2017-11-11,FB,4.185243046095836,Psicológica
2017-11-12,FB,3.1714587519765924,Psicológica
2017-11-13,FB,5.86082472907464,Psicológica
2017-11-14,FB,4.402608056171515,Psicológica
2017-11-15,FB,5.28876274725198,Psicológica
2017-11-16,FB,4.449040497611731,Psicológica
2017-11-17,FB,4.759366095006408,Psicológica
2017-11-18,FB,4.228599233597117,Psicológica
2017-11-19,FB,3.247634294477396,Psicológica
2017-11-20,FB,5.249206686776862,Psicológica
2017-11-21,FB,4.544489924611847,Psicológica
2017-11-22,FB,5.461562737151989,Psicológica
2017-11-23,FB,4.6501349857101015,Psicológica
2017-11-24,FB,4.985160213575558,Psicológica
2017-11-25,FB,4.474585700650493,Psicológica
2017-11-26,FB,3.5084807354989693,Psicológica
2017-11-27,FB,6.23982801501482,Psicológica
2017-11-28,FB,4.81635157539734,Psicológica
2017-11-29,FB,5.728589843126463,Psicológica
2017-11-30,FB,4.905051984484029,Psicológica
2017-12-01,FB,5.220634869278408,Psicológica
2017-12-02,FB,4.683421155489076,Psicológica
2017-12-03,FB,3.683808967206811,Psicológica
2017-12-04,FB,6.375299410090314,Psicológica
2017-12-05,FB,4.909877656122756,Psicológica
2017-12-06,FB,5.775384992014313,Psicológica
2017-12-07,FB,4.901343123471319,Psicológica
2017-12-08,FB,2.6310153986634957,Psicológica
2017-12-09,FB,4.572029804368729,Psicológica
2017-12-10,FB,3.5177754974633824,Psicológica
2017-12-11,FB,6.155861752455709,Psicológica
2017-12-12,FB,4.636051749184072,Psicológica
2017-12-13,FB,5.45105797965136,Psicológica
2017-12-14,FB,4.531646307682474,Psicológica
2017-12-15,FB,4.754997688343866,Psicológica
2017-12-16,FB,4.1314494937262545,Psicológica
2017-12-17,FB,3.0535684063967756,Psicológica
2017-12-18,FB,5.676882622002761,Psicológica
2017-12-19,FB,4.151648280868871,Psicológica
2017-12-20,FB,4.970860306709582,Psicológica
2017-12-21,FB,4.065347451078218,Psicológica
2017-12-22,FB,4.312130466638254,Psicológica
2017-12-23,FB,3.721165467428615,Psicológica
2017-12-24,FB,2.684424402285809,Psicológica
2017-12-25,FB,3.2256269717251183,Psicológica
2017-12-26,FB,3.8870912034185765,Psicológica
2017-12-27,FB,4.7676345621930505,Psicológica
2017-12-28,FB,3.9278279034879757,Psicológica
2017-12-29,FB,4.243317434288543,Psicológica
2017-12-30,FB,3.7226138268867413,Psicológica
2017-12-31,FB,2.7562069673551015,Psicológica
2018-01-01,FB,3.543354050388279,Psicológica
2018-01-02,FB,4.09386018990486,Psicológica
2018-01-03,FB,5.036223995547377,Psicológica
2018-01-04,FB,4.252713790805506,Psicológica
2018-01-05,FB,4.61782459549593,Psicológica
2018-01-06,FB,4.139072812720918,Psicológica
2018-01-07,FB,3.2061336032404357,Psicológica
2018-01-08,FB,5.971639298901271,Psicológica
2018-01-09,FB,4.583012134471808,Psicológica
2018-01-10,FB,5.530539837507198,Psicológica
2018-01-11,FB,4.746341390182378,Psicológica
2018-01-12,FB,5.101354825196909,Psicológica
2018-01-13,FB,4.603558830444759,Psicológica
2018-01-14,FB,3.6432877588244312,Psicológica
2018-01-15,FB,6.374012118358639,Psicológica
2018-01-16,FB,4.944149208860646,Psicológica
2018-01-17,FB,5.845113043758138,Psicológica
2018-01-18,FB,5.006442445103295,Psicológica
2018-01-19,FB,5.304185475762203,Psicológica
2018-01-20,FB,4.747661677579333,Psicológica
2018-01-21,FB,3.728553635930009,Psicológica
2018-01-22,FB,6.401655218551793,Psicológica
2018-01-23,FB,4.916651070877885,Psicológica
2018-01-24,FB,5.766137272266102,Psicológica
2018-01-25,FB,4.880722748086592,Psicológica
2018-01-26,FB,5.137390231767235,Psicológica
2018-01-27,FB,4.546238783540608,Psicológica
